task_id,title,description,type,difficulty,estimated_time,category,skill_level,tags,steps,hints,video_url,web_url
database-design-05-04,Transactions & ACID: Apply,"Practice Transactions & ACID within Database Design: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Database Design,Intermediate,"database-design,transactions,&,acid",Read a short overview of Transactions & ACID in Database Design|Implement a minimal example for Transactions & ACID (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Transactions & ACID' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-05-05,Transactions & ACID: Deep Dive,"Practice Transactions & ACID within Database Design: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Database Design,Intermediate,"database-design,transactions,&,acid",Read a short overview of Transactions & ACID in Database Design|Implement a minimal example for Transactions & ACID (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Transactions & ACID' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-05-06,Transactions & ACID: From Scratch,"Practice Transactions & ACID within Database Design: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Database Design,Intermediate,"database-design,transactions,&,acid",Read a short overview of Transactions & ACID in Database Design|Implement a minimal example for Transactions & ACID (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Transactions & ACID' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-05-07,Transactions & ACID: Best Practices,"Practice Transactions & ACID within Database Design: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Database Design,Intermediate,"database-design,transactions,&,acid",Read a short overview of Transactions & ACID in Database Design|Implement a minimal example for Transactions & ACID (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Transactions & ACID' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-05-08,Transactions & ACID: Performance,"Practice Transactions & ACID within Database Design: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Database Design,Advanced,"database-design,transactions,&,acid",Read a short overview of Transactions & ACID in Database Design|Implement a minimal example for Transactions & ACID (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Transactions & ACID' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-05-09,Transactions & ACID: Real-World,"Practice Transactions & ACID within Database Design: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Database Design,Advanced,"database-design,transactions,&,acid",Read a short overview of Transactions & ACID in Database Design|Implement a minimal example for Transactions & ACID (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Transactions & ACID' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-05-10,Transactions & ACID: Capstone,"Practice Transactions & ACID within Database Design: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Database Design,Advanced,"database-design,transactions,&,acid",Read a short overview of Transactions & ACID in Database Design|Implement a minimal example for Transactions & ACID (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Transactions & ACID' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-01,Stored Procedures & Triggers: Intro,"Practice Stored Procedures & Triggers within Database Design: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Database Design,Beginner,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-02,Stored Procedures & Triggers: Basics,"Practice Stored Procedures & Triggers within Database Design: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Database Design,Beginner,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-03,Stored Procedures & Triggers: Hands-on,"Practice Stored Procedures & Triggers within Database Design: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Database Design,Beginner,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-04,Stored Procedures & Triggers: Apply,"Practice Stored Procedures & Triggers within Database Design: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Database Design,Intermediate,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-05,Stored Procedures & Triggers: Deep Dive,"Practice Stored Procedures & Triggers within Database Design: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Database Design,Intermediate,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-06,Stored Procedures & Triggers: From Scratch,"Practice Stored Procedures & Triggers within Database Design: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Database Design,Intermediate,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-07,Stored Procedures & Triggers: Best Practices,"Practice Stored Procedures & Triggers within Database Design: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Database Design,Intermediate,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-08,Stored Procedures & Triggers: Performance,"Practice Stored Procedures & Triggers within Database Design: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Database Design,Advanced,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-09,Stored Procedures & Triggers: Real-World,"Practice Stored Procedures & Triggers within Database Design: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Database Design,Advanced,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-06-10,Stored Procedures & Triggers: Capstone,"Practice Stored Procedures & Triggers within Database Design: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Database Design,Advanced,"database-design,stored,procedures,&",Read a short overview of Stored Procedures & Triggers in Database Design|Implement a minimal example for Stored Procedures & Triggers (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Stored Procedures & Triggers' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-01,NoSQL Basics: Intro,"Practice NoSQL Basics within Database Design: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Database Design,Beginner,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-02,NoSQL Basics: Basics,"Practice NoSQL Basics within Database Design: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Database Design,Beginner,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-03,NoSQL Basics: Hands-on,"Practice NoSQL Basics within Database Design: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Database Design,Beginner,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-04,NoSQL Basics: Apply,"Practice NoSQL Basics within Database Design: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Database Design,Intermediate,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-05,NoSQL Basics: Deep Dive,"Practice NoSQL Basics within Database Design: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Database Design,Intermediate,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-06,NoSQL Basics: From Scratch,"Practice NoSQL Basics within Database Design: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Database Design,Intermediate,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-07,NoSQL Basics: Best Practices,"Practice NoSQL Basics within Database Design: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Database Design,Intermediate,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-08,NoSQL Basics: Performance,"Practice NoSQL Basics within Database Design: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Database Design,Advanced,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-09,NoSQL Basics: Real-World,"Practice NoSQL Basics within Database Design: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Database Design,Advanced,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-07-10,NoSQL Basics: Capstone,"Practice NoSQL Basics within Database Design: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Database Design,Advanced,"database-design,nosql,basics",Read a short overview of NoSQL Basics in Database Design|Implement a minimal example for NoSQL Basics (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Basics' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-01,NoSQL Data Modeling: Intro,"Practice NoSQL Data Modeling within Database Design: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Database Design,Beginner,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-02,NoSQL Data Modeling: Basics,"Practice NoSQL Data Modeling within Database Design: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Database Design,Beginner,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-03,NoSQL Data Modeling: Hands-on,"Practice NoSQL Data Modeling within Database Design: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Database Design,Beginner,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-04,NoSQL Data Modeling: Apply,"Practice NoSQL Data Modeling within Database Design: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Database Design,Intermediate,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-05,NoSQL Data Modeling: Deep Dive,"Practice NoSQL Data Modeling within Database Design: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Database Design,Intermediate,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-06,NoSQL Data Modeling: From Scratch,"Practice NoSQL Data Modeling within Database Design: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Database Design,Intermediate,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-07,NoSQL Data Modeling: Best Practices,"Practice NoSQL Data Modeling within Database Design: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Database Design,Intermediate,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-08,NoSQL Data Modeling: Performance,"Practice NoSQL Data Modeling within Database Design: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Database Design,Advanced,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-09,NoSQL Data Modeling: Real-World,"Practice NoSQL Data Modeling within Database Design: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Database Design,Advanced,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-08-10,NoSQL Data Modeling: Capstone,"Practice NoSQL Data Modeling within Database Design: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Database Design,Advanced,"database-design,nosql,data,modeling",Read a short overview of NoSQL Data Modeling in Database Design|Implement a minimal example for NoSQL Data Modeling (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'NoSQL Data Modeling' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-01,Backup & Replication: Intro,"Practice Backup & Replication within Database Design: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Database Design,Beginner,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-02,Backup & Replication: Basics,"Practice Backup & Replication within Database Design: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Database Design,Beginner,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-03,Backup & Replication: Hands-on,"Practice Backup & Replication within Database Design: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Database Design,Beginner,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-04,Backup & Replication: Apply,"Practice Backup & Replication within Database Design: step 4 of 10, progressing from basics to advanced.",quiz,Medium,25 minutes,Database Design,Intermediate,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 4)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-05,Backup & Replication: Deep Dive,"Practice Backup & Replication within Database Design: step 5 of 10, progressing from basics to advanced.",coding,Medium,25 minutes,Database Design,Intermediate,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 5)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-06,Backup & Replication: From Scratch,"Practice Backup & Replication within Database Design: step 6 of 10, progressing from basics to advanced.",practice,Medium,25 minutes,Database Design,Intermediate,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 6)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-07,Backup & Replication: Best Practices,"Practice Backup & Replication within Database Design: step 7 of 10, progressing from basics to advanced.",project,Medium,25 minutes,Database Design,Intermediate,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 7)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-08,Backup & Replication: Performance,"Practice Backup & Replication within Database Design: step 8 of 10, progressing from basics to advanced.",quiz,Hard,40 minutes,Database Design,Advanced,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 8)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-09,Backup & Replication: Real-World,"Practice Backup & Replication within Database Design: step 9 of 10, progressing from basics to advanced.",coding,Hard,40 minutes,Database Design,Advanced,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 9)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-09-10,Backup & Replication: Capstone,"Practice Backup & Replication within Database Design: step 10 of 10, progressing from basics to advanced.",practice,Expert,60 minutes,Database Design,Advanced,"database-design,backup,&,replication",Read a short overview of Backup & Replication in Database Design|Implement a minimal example for Backup & Replication (task 10)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Backup & Replication' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-10-01,Security & Monitoring: Intro,"Practice Security & Monitoring within Database Design: step 1 of 10, progressing from basics to advanced.",coding,Easy,15 minutes,Database Design,Beginner,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 1)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-10-02,Security & Monitoring: Basics,"Practice Security & Monitoring within Database Design: step 2 of 10, progressing from basics to advanced.",practice,Easy,15 minutes,Database Design,Beginner,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 2)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
database-design-10-03,Security & Monitoring: Hands-on,"Practice Security & Monitoring within Database Design: step 3 of 10, progressing from basics to advanced.",project,Easy,15 minutes,Database Design,Beginner,"database-design,security,&,monitoring",Read a short overview of Security & Monitoring in Database Design|Implement a minimal example for Security & Monitoring (task 3)|Add one variation or edge case to your example|Write a brief summary of what you learned,Search official docs for 'Security & Monitoring' in Database Design|Start with a small example before generalizing|Validate inputs and handle errors|Use a linter/formatter to keep code clean,https://www.youtube.com/watch?v=ztHopE5Wnpc,https://dev.mysql.com/doc/
